horsenumber,horsecode,jockey_id,todaysrating,avg_spds,timelist,isMaiden,racedate,raceclass,runners_list,racesurface,jockeycode,marginsbehindleader,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,l3odds,priority,racecoursecode,trackvariant,ownername,race_id,trainername,racenumber,utcracetime,owner_id,prev_avg_spds_d,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,jtohweights_h,lastwonat,racedistance,horsename,horse_url,previouswins_car,raceday_id,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,ranked_avgspds,dayssincelastrun_h,previouswins_d
"[55.0, 25.0, 40.0]",N300,,,13<4<6<1<3<13<7<4<1<5<9<12<12<12<9<12<5<10<3<4<7<13<4<3<10<1<1<1<3<0,14.456670146976146,"[16.634980988593156, 17.20958819913952, 16.971754152018427, 16.77651288196525, 16.916384726921216, 19.668613660746214, 13.88751115960718, 16.945049624788187, 19.956458635703918, 15.992003998001, 18.759770713913497, 16.323569420513287, 14.344629729245113, 12.47141966327167, 20.103388856978746, 19.949220166848026, 14.098690835850958, 18.95734597156398, 14.59245361684386, 19.49792834511333, 20.521239482864765, 14.456670146976146, 14.65335653448118, 17.3337535455405, 15.818091942659416, 16.808488286584726, 14.83050847457627, 14.378145219266715, 17.27364329926587]",,,,,2015-09-28,2,0,A,STH,,,96,29,G,,,,7,2,1,ST,13,Getmore Group Syndicate,20.521239482864765,,,10,20.103388856978746,,,,0,12.47141966327167,TT,0,"[('20140202_406', (131, 4)), ('20140406_583', (128, 4)), ('20140525_702', (126, 5)), ('20150407_566', (133, 3)), ('20140706_064', (122, 9)), ('20150215_449', (128, 4)), ('20140427_620', (120, 3)), ('20140316_536', (126, 7)), ('20130710_371', (120, 3)), ('20140216_479', (126, 13)), ('20150627_064', (117, 13)), ('20130101_577', (126, 3)), ('20140510_657', (123, 10)), ('20150509_662', (121, 6)), ('20141210_282', (114, 9)), ('20141005_149', (116, 12)), ('20130612_721', (118, 1)), ('20140611_768', (124, 12)), ('20150318_518', (133, 13)), ('20150308_475', (133, 7)), ('20150101_335', (133, 5)), ('20150426_607', (133, 1)), ('20141109_173', (123, 12)), ('20141119_229', (131, 12)), ('20150531_735', (113, 4)), ('20150121_398', (129, 1)), ('20130623_768', (133, 10)), ('20130518_692', (127, 1)), ('20130501_624', (125, 1))]",,0,,,,,,,,12.47141966327167, 1400,DR GOOD HABIT,,,5,"13>(27d),4>(22d),6>(13d),1>(19d),3>(20d),13>(10d),7>(21d),4>(25d),1>(20d),5>(22d),9>(21d),12>(10d),12>(35d),12>(91d),9>(25d),12>(17d),5>(15d),10>(13d),3>(21d),4>(21d),7>(28d),13>(14d),4>(207d),3>(17d),10>(11d),1>(25d),1>(17d),1>(120d)","[17.20958819913952, 16.971754152018427, 18.759770713913497, 14.344629729245113, 12.47141966327167, 20.103388856978746, 19.949220166848026, 14.098690835850958, 18.95734597156398, 14.59245361684386, 19.49792834511333, 14.65335653448118, 17.3337535455405]",,,SJJ,0,2015-09-28 09:45:00,,"[17, 11, 12, 16, 14, 5, 28, 13, 3, 19, 8, 18, 26, 29, 2, 4, 27, 7, 23, 6, 1, 24, 22, 9, 20, 15, 21, 25, 10]","[27, 22, 13, 19, 20, 10, 21, 25, 20, 22, 21, 10, 35, 91, 25, 17, 15, 13, 21, 21, 28, 14, 207, 17, 11, 25, 17, 120]",,10,20.103388856978746,33.79310344827587
"[90.0, 30.0, 26.0]",S142,,,12<8<6<7<9<4<4<5<10<1<5<6<2<2<3<2<3<14<3,14.445648248465151,"[12.039489525644113, 21.269053527118043, 23.547880690737834, 13.83809429672828, 14.22475106685633, 17.27613014684711, 20.545934840035223, 14.445648248465151, 23.384353741496597, 13.884756520876724, 17.091930167256745, 16.770483948251076, 12.251899044351873, 24.827097003014718, 17.039922103213243, 12.0962864400629, 24.71315092674316, 16.39344262295082]",,,,,2015-09-28,2,0,A,LDE,,,25,18,G,,,,14,0,1,ST,4,Penha Hill Syndicate,24.827097003014718,,,10,21.269053527118043,,,,0,13.83809429672828,,0,"[('20140301_617', (131, 3)), ('20150624_766', (133, 6)), ('20150211_468', (112, 5)), ('20150315_493', (117, 4)), ('20150509_725', (125, 7)), ('20140510_692', (128, 2)), ('20141001_139', (131, 6)), ('20140126_443', (130, 14)), ('20150708_008', (118, 8)), ('20150906_064', (113, 12)), ('20150412_607', (120, 9)), ('20150114_390', (130, 10)), ('20150325_531', (128, 4)), ('20140706_017', (129, 2)), ('20141102_204', (131, 5)), ('20140917_055', (122, 2)), ('20141130_318', (132, 1)), ('20140608_769', (127, 3))]",,0,,,,,,,,12.039489525644113, 1400,MARVEL TRIBE,,,1,"12>(60d),8>(14d),6>(46d),7>(27d),9>(18d),4>(10d),4>(32d),5>(28d),10>(45d),1>(28d),5>(32d),6>(14d),2>(73d),2>(28d),3>(29d),2>(70d),3>(34d)","[21.269053527118043, 13.83809429672828, 20.545934840035223, 14.445648248465151]",,,YPF,0,2015-09-28 09:45:00,,"[18, 5, 3, 15, 13, 7, 6, 12, 4, 14, 8, 10, 16, 1, 9, 17, 2, 11]","[60, 14, 46, 27, 18, 10, 32, 28, 45, 28, 32, 14, 73, 28, 29, 70, 34]",,2,23.547880690737834,-67.77777777777777
"[99.0, 99.0, 22.0]",N217,,,11<14<1<11<12<7<2<10<6<7<8<12<4<6<9<2<2<0<2<5<8<12<7<0<6<2<1<9<1<4<3<1<1<4<5<5<5<9<4<6<8,12.641083521444695,"[16.547729858310063, 18.43884449907806, 18.318373328448434, 14.446227929373997, 19.990913221263064, 13.163668275559456, 16.32208922742111, 18.34357516279923, 12.942889500080893, 23.05596311045902, 13.026487190620928, 18.346940647647003, 14.764990566811584, 12.88778422166989, 24.20428415829602, 14.783180026281208, 16.403900483003735, 16.45940014630578, 16.51073197578426, 16.12614226841068, 16.091543000178795, 12.641083521444695, 16.105941302791695, 16.675931072818234, 12.67082993936103, 21.671081146159402, 20.42142393019586, 13.232375211350437, 14.738393515106853, 16.628559551028893, 16.49484536082474, 14.49575481466142, 16.774502755811167, 19.127316198445904, 14.49575481466142, 16.859344894026975, 11.796626164916834, 20.51983584131327]",,,,,2015-09-28,3,0,A,NGA,,,18,40,G,,,,14,2,2,ST,23,David Sin Wai Kin,24.20428415829602,,,9,24.20428415829602,,,,1,12.641083521444695,V,0,"[('20130616_028', (127, 9)), ('20131103_200', (125, 6)), ('20150509_656', (123, 1)), ('20120912_056', (121, 4)), ('20140507_664', (124, 2)), ('20130212_426', (117, 1)), ('20141220_269', (112, 6)), ('20150531_028', (120, 14)), ('20130101_310', (119, 5)), ('20120701_012', (125, 6)), ('20130302_484', (116, 1)), ('20140326_579', (122, 2)), ('20130505_622', (127, 4)), ('20130112_384', (115, 4)), ('20130324_585', (120, 3)), ('20150426_599', (118, 11)), ('20141001_114', (129, 4)), ('20131009_134', (117, 2)), ('20140305_506', (126, 5)), ('20140608_006', (121, 9)), ('20121216_283', (121, 5)), ('20150215_530', (133, 7)), ('20121001_123', (128, 9)), ('20141026_148', (120, 12)), ('20121028_244', (122, 5)), ('20141203_256', (121, 7)), ('20131215_330', (126, 7)), ('20150412_565', (105, 12)), ('20141109_211', (118, 8)), ('20140427_610', (124, 0)), ('20150913_063', (115, 11)), ('20140914_049', (120, 6)), ('20140115_380', (127, 12)), ('20130518_698', (127, 1)), ('20130915_067', (111, 1)), ('20131127_248', (127, 0)), ('20150125_392', (114, 2)), ('20140528_690', (124, 2)), ('20141228_342', (108, 10)), ('20140205_450', (127, 8))]",,0,,,,,,,,11.796626164916834, 1600,AMBASSADORSHIP,,,5,"11>(105d),14>(22d),1>(13d),11>(14d),12>(56d),7>(21d),2>(28d),10>(8d),6>(17d),7>(24d),8>(14d),12>(25d),4>(17d),6>(98d),9>(11d),2>(21d),2>(10d),2>(21d),5>(28d),8>(21d),12>(31d),7>(18d),6>(25d),2>(24d),1>(91d),9>(29d),1>(13d),4>(42d),3>(22d),1>(18d),1>(31d),4>(11d),5>(16d),5>(49d),5>(27d),9>(19d),4>(73d)","[14.446227929373997, 19.990913221263064, 16.32208922742111, 18.34357516279923, 12.942889500080893, 23.05596311045902, 13.026487190620928, 18.346940647647003, 14.764990566811584, 12.88778422166989, 24.20428415829602, 14.783180026281208, 16.403900483003735, 16.45940014630578, 16.51073197578426, 16.12614226841068, 16.091543000178795, 12.641083521444695, 16.105941302791695, 16.675931072818234, 12.67082993936103, 21.671081146159402, 20.42142393019586]",,,YPF,0,2015-09-28 09:10:00,,"[16, 8, 11, 30, 6, 32, 21, 10, 34, 2, 33, 9, 26, 35, 1, 25, 20, 19, 17, 22, 24, 37, 23, 14, 36, 3, 5, 31, 27, 15, 18, 28, 13, 7, 28, 12, 38, 4]","[105, 22, 13, 14, 56, 21, 28, 8, 17, 24, 14, 25, 17, 98, 11, 21, 10, 32, 21, 28, 21, 31, 18, 24, 25, 24, 91, 29, 13, 42, 22, 18, 31, 11, 16, 49, 27, 19, 73]",,10,24.20428415829602,24.499999999999993
"[0.0, 8.6, 5.1]",T303,,,0<1<8,,[17.508024511234314],,,,,2015-09-28,3,0,All Weather Track,WD,,,88,2,,,,,12,0,+1,ST,0,Paul Kan Man Lok,17.508024511234314,,,7,,,,,0,,B,0,"[('20150614_751', (125, 1)), ('20150705_061', (125, 0))]",,0,,,,,,,,17.508024511234314, Good,TIANHUANG,,,1,,,,,JM,0,2015-09-28 08:05:00,,[1],[21],,0,,330.0
"[10.0, 7.0, 3.8]",T217,,,10<3<3<5<1,14.204545454545453,"[17.055144968732236, 14.204545454545453, 21.085925144965735, 14.10039481105471]",,,,,2015-09-28,3,0,A,TEK,,,92,4,G,,,,13,0,+1,ST,0,Yeung Kam Wing,21.085925144965735,,,8,,,,,0,,,0,"[('20150412_579', (120, 5)), ('20150524_736', (127, 3)), ('20150701_062', (127, 10)), ('20150503_634', (127, 3))]",,0,,,,,,,,14.10039481105471, 1200,HAPPY CHAPPY,,,1,"10>(38d),3>(21d),3>(21d)",,,,YPF,0,2015-09-28 08:35:00,,"[2, 3, 1, 4]","[38, 21, 21]",,1,14.204545454545453,400.0
"[76.0, 17.0, 55.0]",S189,,,9<9<7<9<10<11<11<6<14<11<11<14<12<14<99<14<8,11.599806669888835,"[16.65675193337299, 16.82085786375105, 19.410408831736017, 16.61819692563357, 16.585466984554785, 14.580295771714226, 19.209989194381077, 14.615304311514771, 19.722687066698544, 11.599806669888835, 22.749893359874875, 16.209097355890997, 14.609203798392988, 19.307278258834543, 16.310257339615802]",,,,,2015-09-28,4,0,A,CML,,,18,16,G,,,,14,0,1,ST,4,"Mr & Mrs Stephen Ho Wai Man, Fred Ho Ka Chun and Derek Ho Ka Chung",22.749893359874875,,,6,19.410408831736017,,,,0,16.585466984554785,CP/TT,0,"[('20150524_694', (130, 10)), ('20150304_486', (125, 14)), ('20150101_362', (128, 11)), ('20150712_023', (121, 9)), ('20150627_773', (126, 7)), ('20140326_147', (120, 14)), ('20150913_060', (117, 9)), ('20140301_508', (120, 99)), ('20141130_282', (129, 14)), ('20150407_589', (115, 11)), ('20150321_521', (119, 6)), ('20150503_638', (115, 11)), ('20150614_730', (126, 9)), ('20140216_444', (126, 14)), ('20150201_439', (126, 11)), ('20141109_202', (133, 12))]",,0,,,,,,,,11.599806669888835, 1400,WIRE TO WIRE,,,0,"9>(63d),9>(15d),7>(13d),9>(21d),10>(21d),11>(26d),11>(17d),6>(17d),14>(31d),11>(31d),11>(32d),14>(21d),12>(228d),14>(25d),99>(13d)","[16.82085786375105, 19.410408831736017, 16.61819692563357, 16.585466984554785]",,,WS,0,2015-09-28 07:35:00,,"[7, 6, 3, 8, 9, 14, 5, 12, 2, 15, 1, 11, 13, 4, 10]","[63, 15, 13, 21, 21, 26, 17, 17, 31, 31, 32, 21, 228, 25, 13]",,2,11.599806669888835,-100.0
"[9.8, 3.2, 8.7]",P269,,,3<5<8<4<7<3<4<2<3<2<11<8<13<2<4<10<2<2<3<5<6<9<9<11<5<13<14<11<12<14<12<12<14,11.807769512339119,"[12.405665253799235, 16.835016835016834, 14.138272303124557, 27.739251040221916, 17.121510843623533, 11.798249926260938, 22.779043280182233, 12.449424214130097, 17.43425831759407, 25.55729092716172, 14.948360210183004, 13.84356768515772, 16.603415559772298, 14.510278113663844, 20.080321285140563, 19.177753805585517, 16.73115131234968, 16.741655331170872, 17.210806300198183, 16.17171420170538, 9.880446596186149, 23.81762504253147, 11.807769512339119, 17.085255424568597, 24.15042263239607, 16.286644951140065, 14.307857398354596, 16.82085786375105, 19.721087477109453, 16.381933068102036, 14.191106906338694, 16.528925619834713]",,,,,2015-09-28,5,0,A,CKK,,,15,32,G,,,,13,0,3,ST,23,Pui Kwan Kay,27.739251040221916,,,4,27.739251040221916,,,,0,9.880446596186149,H/SR/TT,0,"[('20141115_243', (117, 8)), ('20150325_495', (114, 2)), ('20130428_653', (119, 12)), ('20140111_391', (127, 9)), ('20150429_626', (118, 3)), ('20140601_707', (115, 2)), ('20141026_159', (114, 13)), ('20131218_317', (131, 9)), ('20150617_001', (108, 8)), ('20131006_077', (121, 14)), ('20150101_412', (115, 2)), ('20150531_700', (118, 4)), ('20131012_113', (117, 13)), ('20130623_019', (129, 12)), ('20130915_058', (122, 11)), ('20130612_716', (133, 14)), ('20150520_653', (118, 7)), ('20140921_085', (117, 4)), ('20150916_058', (105, 3)), ('20130529_689', (115, 12)), ('20140226_584', (120, 5)), ('20140430_669', (116, 3)), ('20140212_427', (127, 6)), ('20141015_113', (116, 2)), ('20150225_487', (116, 3)), ('20131027_193', (110, 5)), ('20150906_029', (114, 5)), ('20140615_761', (117, 2)), ('20131127_249', (130, 11)), ('20140706_022', (117, 10)), ('20150329_571', (114, 4)), ('20141217_272', (117, 11))]",,0,,,,,,,,9.880446596186149, 1600,ORIENTAL FANTASIA,,,0,"3>(10d),5>(81d),8>(17d),4>(11d),7>(21d),3>(31d),4>(4d),2>(28d),3>(55d),2>(15d),11>(32d),8>(20d),13>(11d),2>(24d),4>(77d),10>(21d),2>(14d),2>(32d),3>(63d),5>(14d),6>(32d),9>(24d),9>(21d),11>(31d),5>(15d),13>(6d),14>(21d),11>(84d),12>(11d),14>(14d),12>(31d)","[16.835016835016834, 14.138272303124557, 27.739251040221916, 17.121510843623533, 11.798249926260938, 22.779043280182233, 12.449424214130097, 17.43425831759407, 25.55729092716172, 14.948360210183004, 13.84356768515772, 16.603415559772298, 14.510278113663844, 20.080321285140563, 19.177753805585517, 16.73115131234968, 16.741655331170872, 17.210806300198183, 16.17171420170538, 9.880446596186149, 23.81762504253147, 11.807769512339119, 17.085255424568597]",,,TYS,0,2015-09-28 06:35:00,,"[29, 13, 26, 1, 11, 31, 5, 28, 9, 2, 22, 27, 17, 23, 6, 8, 16, 15, 10, 21, 32, 4, 30, 12, 3, 20, 24, 14, 7, 19, 25, 18]","[10, 81, 17, 11, 21, 31, 4, 28, 55, 15, 32, 20, 11, 24, 77, 21, 14, 32, 63, 14, 32, 24, 21, 31, 15, 6, 21, 84, 11, 14, 31]",,7,17.121510843623533,-100.0
"[99.0, 32.0, 41.0]",N090,,,7<4<11<13<13<10<0<9<14<11<11<2<13<12<4<6<5<1<1<1<3<4<7<11<8<11<2<1<4<2<12<9<8<7<9<4<10<5<7<12<5<6<6<5,16.098738932116984,"[20.51492460765207, 17.867294729148057, 14.495904906863812, 14.343772412144395, 14.420910319963948, 16.542597187758478, 16.179643067268092, 16.238559196929437, 17.674783974862528, 19.803762714915834, 13.079494259555297, 16.098738932116984, 17.750954113783617, 17.514529098001752, 14.482259232440262, 16.105653084232564, 14.277782184500674, 16.42635517430188, 16.516792071939804, 14.55736511691384, 17.183920016663198, 17.75147928994083, 18.1967063961423, 14.240506329113924, 18.071744826963045, 14.388489208633095, 14.533563448087927, 18.484288354898336, 15.028691137626376, 16.291469194312796, 17.542149887925152, 14.392372042817307, 16.454134101192924, 14.391447368421053, 19.26318324103058, 14.419610670511895, 16.7986561075114, 18.589520158010924, 14.329580348004093, 16.794625719769673, 19.141045579614786, 14.336917562724013]",,,,,2015-09-28,4,0,A,CYT,,,109,43,G,,,,14,0,*1,ST,24,Alex Ng Siu Ting,20.51492460765207,,,5,19.803762714915834,,,,0,13.079494259555297,B/TT,0,"[('20130616_762', (124, 7)), ('20140625_034', (127, 11)), ('20130526_696', (125, 11)), ('20141019_135', (125, 0)), ('20120701_037', (114, 4)), ('20121104_168', (128, 8)), ('20131117_205', (121, 1)), ('20130212_408', (120, 4)), ('20141102_404', (123, 10)), ('20120609_726', (113, 10)), ('20140226_513', (126, 4)), ('20131201_261', (133, 1)), ('20140126_431', (126, 6)), ('20120923_065', (130, 9)), ('20120129_464', (124, 6)), ('20130915_075', (120, 3)), ('20140409_597', (126, 13)), ('20140924_071', (128, 14)), ('20140525_736', (126, 11)), ('20121006_131', (130, 7)), ('20150308_515', (121, 13)), ('20130710_020', (124, 4)), ('20121118_334', (126, 9)), ('20141008_097', (127, 9)), ('20150221_444', (123, 13)), ('20120310_531', (123, 5)), ('20150407_575', (122, 11)), ('20120108_357', (122, 6)), ('20150614_059', (131, 7)), ('20120519_676', (118, 5)), ('20130401_584', (123, 11)), ('20131221_355', (120, 5)), ('20130202_382', (121, 2)), ('20130224_446', (120, 1)), ('20150429_692', (115, 4)), ('20130123_361', (123, 12)), ('20130310_497', (120, 2)), ('20140504_651', (126, 2)), ('20130505_637', (125, 8)), ('20120409_576', (122, 12)), ('20120429_631', (121, 7)), ('20140330_541', (127, 12)), ('20131012_165', (122, 1))]",,0,,,,,,,,13.079494259555297, 1600,SPICY SIAM,,,4,"7>(46d),4>(22d),11>(30d),13>(15d),13>(111d),10>(14d),9>(14d),14>(91d),11>(31d),11>(21d),2>(25d),13>(10d),12>(32d),4>(31d),6>(36d),5>(20d),1>(14d),1>(36d),1>(27d),3>(67d),4>(24d),7>(21d),11>(21d),8>(34d),11>(22d),2>(14d),1>(12d),4>(10d),2>(10d),12>(66d),9>(14d),8>(29d),7>(13d),9>(84d),4>(22d),10>(21d),5>(20d),7>(20d),12>(30d),5>(41d),6>(21d)","[17.867294729148057, 14.495904906863812, 14.343772412144395, 14.420910319963948, 16.542597187758478, 16.179643067268092, 16.238559196929437, 17.674783974862528, 19.803762714915834, 13.079494259555297, 16.098738932116984, 17.750954113783617, 17.514529098001752, 14.482259232440262, 16.105653084232564, 14.277782184500674, 14.419610670511895, 16.7986561075114, 18.589520158010924, 14.329580348004093, 16.794625719769673, 19.141045579614786, 14.336917562724013]",,,FD,0,2015-09-28 07:05:00,,"[1, 9, 30, 37, 32, 18, 24, 23, 12, 2, 42, 26, 11, 14, 31, 25, 40, 21, 19, 28, 15, 10, 7, 41, 8, 36, 29, 6, 27, 22, 13, 34, 20, 35, 3, 33, 16, 5, 39, 17, 4, 38]","[46, 22, 30, 15, 111, 14, 11, 14, 91, 31, 21, 25, 10, 32, 31, 36, 20, 14, 36, 27, 67, 24, 21, 21, 34, 22, 14, 12, 10, 10, 66, 14, 29, 13, 84, 22, 21, 20, 20, 30, 41, 21]",,5,19.26318324103058,-62.093023255813954
"[10.0, 6.3, 7.0]",P440,,,4<4<3<3<4<2<10<3<3<0<14<11<11<11<7<13<11<12<14<8<12,14.306151645207438,"[17.436791630340018, 17.238407171177382, 17.491691446562882, 17.427675148135236, 17.611835153222966, 21.134202183867558, 16.849199663016005, 17.20183486238532, 17.191977077363898, 14.155951397900202, 16.863406408094434, 16.67824878387769, 16.65278934221482, 20.20493577716842, 14.357501794687725, 16.908552909680147, 16.98994761432819, 16.93002257336343, 14.306151645207438]",,,,,2015-09-28,4,0,A,SCC,,,256,20,G,,,,12,0,1,ST,11,09/10 Andreas Schutz Trainer Syndicate,21.134202183867558,,,2,21.134202183867558,,,,0,14.155951397900202,,0,"[('20131103_208', (133, 8)), ('20141109_198', (116, 4)), ('20140510_660', (118, 11)), ('20131208_283', (131, 12)), ('20141220_263', (122, 3)), ('20140421_618', (121, 11)), ('20131229_387', (129, 11)), ('20140208_500', (125, 13)), ('20140528_718', (133, 11)), ('20141001_107', (116, 10)), ('20140323_566', (123, 7)), ('20150118_056', (120, 4)), ('20140618_745', (127, 14)), ('20141022_142', (115, 2)), ('20140701_004', (128, 3)), ('20141130_251', (118, 3)), ('20140914_051', (116, 3)), ('20131201_221', (133, 14)), ('20141228_320', (116, 4)), ('20140628_755', (123, 0))]",,0,,,,,,,,14.155951397900202, 1000,EXCITABLE BOY,,,0,"4>(21d),4>(8d),3>(20d),3>(21d),4>(18d),2>(21d),10>(17d),3>(75d),3>(3d),14>(21d),11>(18d),11>(19d),11>(29d),7>(43d),13>(41d),11>(21d),12>(7d),14>(28d)","[17.238407171177382, 17.491691446562882, 17.427675148135236, 17.611835153222966, 21.134202183867558, 16.849199663016005, 17.20183486238532, 17.191977077363898, 14.155951397900202, 16.863406408094434, 16.67824878387769]",,,SA,0,2015-09-28 05:30:00,,"[5, 7, 4, 6, 3, 1, 14, 8, 9, 19, 13, 15, 16, 2, 17, 12, 10, 11, 18]","[21, 8, 20, 21, 18, 21, 17, 75, 3, 10, 21, 18, 19, 29, 43, 41, 21, 7, 28]",,4,17.191977077363898,-100.0
"[9.3, 6.2, 9.1]",P308,,,6<2<3<6<4<4<10<8<3<3<8<0<2<8<12<5<9<2<6<3,17.23543605653223,"[17.37015806843842, 17.7210703526493, 17.84758165268606, 17.23543605653223, 20.793623288858083, 17.096452486109133, 16.764459346186086, 16.89902830587241, 16.851565791321445, 14.214641080312724, 17.292062943109112, 17.6772140710624, 21.082220660576247, 13.078733978550877, 17.19986240110079, 17.135023989033584, 17.50087504375219, 17.274140611504578]",,,,,2015-09-28,4,0,A,YML,,,25,19,G,,,,13,0,1,ST,17,Alex Kwok Wai Hung,21.082220660576247,,,2,21.082220660576247,,,,0,13.078733978550877,B/TT,0,"[('20150211_454', (121, 10)), ('20140406_614', (127, 12)), ('20150415_609', (116, 4)), ('20140208_455', (127, 9)), ('20140618_037', (123, 2)), ('20150906_056', (112, 6)), ('20150627_002', (115, 2)), ('20150513_665', (118, 6)), ('20131012_094', (123, 6)), ('20141126_313', (120, 3)), ('20140927_105', (121, 0)), ('20150603_727', (116, 3)), ('20140510_715', (126, 8)), ('20140309_528', (129, 5)), ('20150114_386', (119, 8)), ('20141022_123', (122, 8)), ('20141029_189', (120, 3)), ('20131020_382', (126, 2)), ('20150311_535', (120, 4))]",,0,,,,,,,,13.078733978550877, 1000,WHISTLE BLOWER,,,0,"6>(71d),2>(24d),3>(21d),6>(28d),4>(35d),4>(28d),10>(28d),8>(49d),3>(28d),3>(7d),8>(25d),2>(39d),8>(34d),12>(28d),5>(29d),9>(111d),2>(8d)","[17.7210703526493, 17.84758165268606, 17.23543605653223, 20.793623288858083, 17.096452486109133, 16.89902830587241, 16.851565791321445, 14.214641080312724, 17.292062943109112, 17.6772140710624, 21.082220660576247, 13.078733978550877, 17.19986240110079, 17.135023989033584, 17.50087504375219, 17.274140611504578]",,,OSP,0,2015-09-28 05:30:00,,"[7, 4, 3, 10, 2, 13, 16, 14, 15, 17, 8, 5, 1, 18, 11, 12, 6, 9]","[71, 24, 21, 28, 35, 28, 28, 49, 28, 7, 25, 101, 39, 34, 28, 29, 111, 8]",,1,17.23543605653223,-100.0
